geneid	chr	left	right
LINC00960	3	75672232	75742089
LINC00963	9	129476946	129513769
LINC00964	8	124823702	124962531
LINC00967	8	66177238	66200904
LINC00968	8	56494305	56560407
LINC00970	1	168695874	169103307
LINC00971	3	84638401	84881924
LINC00987	12	9144848	9261503
LINC00989	4	79491802	79623479
LINC00996	7	150433277	150448141
LINC01001	11	126990	139612
LINC01002	19	181465	246555
LINC01003	7	152463786	152465551
LINC01005	7	63959841	64038480
LINC01010	6	134343271	134504581
LINC01011	6	2987967	2991173
LINC01012	6	27687617	27715556
LINC01013	6	131901797	132169995
LINC01016	6	33834487	33983208
LINC01018	5	6582135	6613722
LINC01023	5	108725707	108728744
LINC01036	1	187070700	187687674
LINC01044	13	112322567	112331225
LINC01047	13	89214847	89236890
LINC01054	13	114329545	114346533
LINC01055	13	45680182	45701187
LINC01060	4	188400569	188681051
LINC01067	13	109310135	109311773
LINC01078	13	75250480	75252012
LINC01087	2	131637025	131649615
LINC01088	4	78938871	79309673
LINC01089	12	121795267	121803906
LINC01090	2	187711775	188384400
LINC01091	4	123539026	123962704
LINC01093	4	184892858	184899908
LINC01094	4	78623173	78769640
LINC01099	4	177686673	177908073
LINC01102	2	104430130	104532747
LINC01106	2	110353799	110384528
LINC01115	2	739588	740164
LINC01116	2	176611437	176637931
LINC01118	2	46698940	46913231
LINC01122	2	58427707	59355588
LINC01127	2	101961596	101989015
LINC01128	1	825138	868835
LINC01133	1	159941373	160025027
LINC01134	1	3900187	3917547
LINC01138	1	148254495	148529415
LINC01141	1	20360579	20439489
LINC01145	1	145214677	145215726
LINC01149	6	31441643	31448726
LINC01150	11	1897015	1908656
LINC01151	8	122485194	122733804
LINC01152	17	72030291	72041310
LINC01160	1	111599655	111608723
LINC01169	15	66582190	66685798
LINC01170	5	124059664	124438655
LINC01176	7	30390885	30412375
LINC01179	4	165684639	165762778
LINC01180	17	44646364	44655076
LINC01182	4	13654295	14254578
LINC01192	3	163109152	163499037
LINC01194	5	12574814	12862171
LINC01198	13	46455130	46534656
LINC01202	5	161907111	162036954
LINC01203	X	13333952	13403035
LINC01204	X	45505373	45632121
LINC01205	3	109409990	109723275
LINC01206	3	181952343	182052270
LINC01208	3	176415439	176867838
LINC01209	3	176814155	176817001
LINC01215	3	108097871	108138610
LINC01220	14	75294281	75306996
LINC01224	19	23399092	23416186
LINC01226	1	31506209	31583306
LINC01228	16	79797826	79827185
LINC01229	16	79676048	79809716
LINC01231	9	3181342	3200503
LINC01232	13	99479448	99501342
LINC01234	12	113583886	113773726
LINC01235	9	13406323	13488125
LINC01237	2	241881353	242078722
LINC01239	9	22640681	22824213
LINC01247	2	6366010	6375422
LINC01252	12	11499742	11590369
LINC01254	18	10404764	10414515
LINC01255	18	11486205	11540148
LINC01259	4	38509729	38561784
LINC01266	3	536062	870015
LINC01270	20	50292709	50315488
LINC01273	20	50165586	50188316
LINC01275	20	50154414	50166261
LINC01278	X	63222993	63561095
LINC01284	X	51079060	51396884
LINC01285	X	118839538	118919669
LINC01287	7	153355365	153413985
LINC01288	8	34784028	34865364
LINC01289	8	63752055	63814143
LINC01297	14	19341050	19384587
LINC01299	8	65526738	65562781
LINC01301	8	60284903	60516853
LINC01304	2	3957652	3974124
LINC01305	2	174326027	174341598
LINC01315	22	42363671	42369300
LINC01320	2	33706806	34738231
LINC01322	3	165206440	165846519
LINC01341	1	246775880	246792392
LINC01344	1	182071271	182330357
LINC01347	1	243087710	243097299
LINC01348	1	235054610	235074378
LINC01355	1	23281307	23287488
LINC01356	1	112820170	112850643
LINC01359	1	64972225	65002489
LINC01360	1	73305609	73355255
LINC01363	1	167175363	167195792
LINC01366	5	170306810	170335508
LINC01370	20	40004213	40044062
LINC01376	2	18985786	19348074
LINC01393	7	115030564	115126314
LINC01404	12	110951683	110957820
LINC01409	1	778739	810066
LINC01410	9	62801434	62890983
LINC01411	5	174336250	174532457
LINC01419	8	83403739	83408900
LINC01425	21	21746928	21797419
LINC01426	21	34745725	34784886
LINC01427	20	22260320	22284029
LINC01429	20	51831797	51862912
LINC01431	20	23356585	23358280
LINC01435	10	107694973	108522143
LINC01441	20	55420336	55437853
LINC01443	18	14946267	14974215
LINC01444	18	14964260	14983306
LINC01445	7	54330670	54455093
LINC01446	7	53655504	53811952
LINC01460	2	27705786	27717258
LINC01470	5	152618965	153223629
LINC01473	2	186032041	186486584
LINC01474	9	72863466	72874178
LINC01476	17	59400318	59526946
LINC01482	17	68591782	68763882
LINC01483	17	69563386	69903566
LINC01484	5	173707614	173746279
LINC01485	5	173778527	173809039
LINC01486	12	109354073	109360014
LINC01492	9	103140523	103325050
LINC01496	X	51498490	51511203
LINC01497	17	69913385	69994845
LINC01499	11	41714534	41875997
LINC01500	14	58646631	59184247
LINC01501	9	90462422	90583836
LINC01502	9	135574935	135587112
LINC01503	9	129320968	129359549
LINC01504	9	72305219	72364194
LINC01505	9	105993247	106771335
LINC01506	9	68509620	68634901
LINC01511	5	1353896	1380107
LINC01515	10	65570338	65880289
LINC01516	10	25113058	25161236
LINC01517	10	28742513	28941910
LINC01518	10	42644445	42691745
LINC01521	22	31346745	31348719
LINC01524	20	52192159	52699472
LINC01531	19	35399455	35419385
LINC01533	19	32025808	32074128
LINC01535	19	37251448	37267879
LINC01537	11	72570645	72573229
LINC01544	18	61747971	61758464
LINC01545	X	46886710	46912738
LINC01546	X	3271504	3291550
LINC01547	21	44932814	44939951
LINC01549	21	17438752	17450104
LINC01550	14	97924637	97987918
LINC01551	14	28765640	28823817
LINC01553	10	59955430	59960918
LINC01562	1	51195095	51236897
LINC01563	17	21075362	21119870
LINC01564	6	53614863	53707024
LINC01565	3	128565094	128576086
LINC01567	16	24661422	24671062
LINC01569	16	4243943	4253855
LINC01570	16	5596856	5616373
LINC01572	16	72236281	72665083
LINC01574	5	176743104	176791252
LINC01579	15	93718542	94070898
LINC01583	15	82088569	82097694
LINC01585	15	90660207	90664967
LINC01588	14	49927213	50105121
LINC01597	20	30278906	30290066
LINC01602	8	57855411	57984126
LINC01605	8	37406399	37625873
LINC01606	8	57142643	57244793
LINC01607	8	79743143	79803431
LINC01608	8	110899995	111040372
LINC01609	8	111093260	111236230
LINC01620	20	44436172	44465375
LINC01624	6	170266624	170279978
LINC01625	6	139435636	139482377
LINC01630	18	51346249	51643939
LINC01634	22	18029282	18044412
LINC01635	1	22023851	22026215
LINC01638	22	27159861	27225134
LINC01641	1	227393554	227431035
LINC01644	22	47402297	47488149
LINC01647	1	11609468	11613358
LINC01653	1	218043505	218059140
LINC01672	1	6724626	6730012
LINC01676	1	105587575	105618991
LINC01683	21	19893098	19900043
LINC01684	21	24209060	24547942
LINC01685	1	38474825	38516520
LINC01687	21	22008747	22098518
LINC01692	21	24840550	25057746
LINC01694	21	45590717	45603088
LINC01695	21	28116094	28228667
LINC01697	21	28048404	28137611
LINC01700	21	38974429	38977774
LINC01702	1	67522234	67615061
LINC01703	1	226083478	226090465
LINC01707	1	69055838	69229887
LINC01719	1	146052566	146061952
LINC01722	20	12865202	12952519
LINC01725	1	82989545	83861130
LINC01727	20	21557367	21688006
LINC01730	20	3808293	3812434
LINC01732	1	181104688	181197932
LINC01733	20	25955785	25969288
LINC01742	20	58001438	58004648
LINC01744	1	232727251	232751299
LINC01748	1	60515716	60640507
LINC01750	1	111989770	112008406
LINC01761	1	95474737	95479356
LINC01762	1	116423724	116478842
LINC01765	1	115099489	115133166
LINC01766	19	35557656	35601596
LINC01772	1	16460948	16468481
LINC01775	19	2458935	2462185
LINC01776	1	98210435	98272658
LINC01778	1	30824000	30834864
LINC01781	1	80535755	80647495
LINC01782	19	32102088	32105916
LINC01783	1	16514977	16535707
LINC01786	1	1274033	1280420
LINC01798	2	66574014	67005271
LINC01806	2	161244544	161262898
LINC01811	3	33956972	34677247
LINC01819	2	42972255	43040662
LINC01821	2	194284734	194576578
LINC01823	2	121779133	121809962
LINC01825	2	195532834	195540287
LINC01828	2	67086446	67311439
LINC01833	2	44921054	44939344
LINC01836	19	782119	787548
LINC01837	19	31791827	32072113
LINC01840	3	184546714	184556918
LINC01841	19	14304940	14370196
LINC01842	19	14333630	14344487
LINC01843	5	134506422	134509238
LINC01847	5	159698584	159937766
LINC01849	2	100599166	100611571
LINC01856	2	129923096	129953743
LINC01857	2	207662371	207679122
LINC01858	19	23046958	23063705
LINC01859	19	23015059	23031818
LINC01871	2	7720139	7749426
LINC01872	19	51271198	51281244
LINC01873	2	66383306	66392450
LINC01876	2	156010644	156320306
LINC01877	2	199608062	199750341
LINC01892	18	5081171	5098780
LINC01895	18	3347688	3383532
LINC01897	18	57961231	57964434
LINC01900	18	21980943	22098794
LINC01902	18	39799745	39896298
LINC01903	18	67808505	67814822
LINC01905	18	55892960	56150103
LINC01907	2	230690065	230711470
LINC01909	18	70335249	70399103
LINC01910	18	70380140	70384591
LINC01911	2	146682289	146901938
LINC01913	2	41860155	41894050
LINC01915	18	24534551	24708542
LINC01922	18	74409415	74413209
LINC01923	2	198299276	198375490
LINC01924	18	64041555	64423601
LINC01933	5	151949571	152270449
LINC01934	2	181086076	181409321
LINC01936	2	30346623	30361014
LINC01940	2	238919302	238926269
LINC01946	2	31793823	31803980
LINC01948	5	56449986	56482121
LINC01949	5	87205336	87251656
LINC01961	2	113504034	113515488
LINC01962	5	181178821	181191956
LINC01963	2	216217045	216246041
LINC01964	2	85015876	85067347
LINC01967	3	27916774	28059667
LINC01968	3	194702667	194826937
LINC01970	17	82290046	82292814
LINC01972	3	194762110	194768712
LINC01977	17	79805999	79827704
LINC01978	17	79919283	79949934
LINC01985	3	30518624	30546078
LINC01990	3	107394701	107463912
LINC01992	17	27928924	27991787
LINC01993	17	78261349	78278492
LINC01997	3	169003013	169038416
LINC02003	17	72342692	72356101
LINC02006	3	153384934	153980186
LINC02008	3	81986138	82463675
LINC02012	3	197505262	197506986
LINC02015	3	177816847	177940299
LINC02018	3	75415069	75559909
LINC02019	3	50669989	50672048
LINC02020	3	186439239	186457299
LINC02021	3	130111656	130201644
LINC02023	3	165090122	165158147
LINC02024	3	117637898	117691009
LINC02027	3	80993770	81105182
LINC02028	3	194005259	194073053
LINC02030	3	55189149	55300738
LINC02031	3	182644214	182673422
LINC02035	3	122886941	122892423
LINC02037	3	194237180	194261526
LINC02042	3	112736447	112749368
LINC02043	3	186810880	186825662
LINC02044	3	113142350	113167819
LINC02046	3	148279682	148401084
LINC02053	3	180413008	180507405
LINC02054	3	184395121	184457891
LINC02055	8	135859369	137092183
LINC02058	5	92887303	92939591
LINC02069	3	184725013	184773184
LINC02071	17	51312609	51335165
LINC02073	17	51336644	51521402
LINC02075	17	49457861	49461749
LINC02076	17	18411150	18414388
LINC02078	17	79707266	79712317
LINC02080	17	76799044	76807102
LINC02082	3	168864902	168924590
LINC02086	17	48642627	48707346
LINC02087	17	15805686	15847996
LINC02093	17	13299180	13306810
LINC02096	17	14834557	14957216
LINC02099	8	29748309	29798492
LINC02101	5	58094447	58259554
LINC02108	5	58541567	58558243
LINC02109	5	28809297	29217728
LINC02117	5	37899363	37920890
LINC02132	16	85935273	85936274
LINC02133	16	47724568	47908433
LINC02135	16	86286427	86293389
LINC02137	16	58421272	58462470
LINC02139	16	85130343	85149443
LINC02141	16	59855353	60053973
LINC02142	5	7289644	7391907
LINC02145	5	6310441	6339884
LINC02156	12	47377638	47420192
LINC02157	15	96235785	96237010
LINC02160	5	33228975	33309496
LINC02172	4	137545705	137603430
LINC02175	16	25066891	25088618
LINC02176	16	84928353	84948310
LINC02177	16	9287163	9657465
LINC02180	16	52077563	52099120
LINC02181	16	87057784	87070113
LINC02185	16	13995606	14016109
LINC02188	16	86710122	86761490
LINC02197	5	71314692	71455593
LINC02199	5	8827930	8898115
LINC02202	5	159099960	159162049
LINC02207	15	93835490	93984150
LINC02211	5	25083207	25324386
LINC02214	5	116742991	116762209
LINC02216	5	118575575	118582001
LINC02217	5	17403790	17443619
LINC02219	5	68187781	68206007
LINC02222	5	180683724	180687502
LINC02225	5	57890327	57899162
LINC02232	4	64885649	65024485
LINC02235	8	81841729	81924348
LINC02236	5	6765885	6833120
LINC02237	8	111376639	111757710
LINC02240	5	124808887	125602227
LINC02241	5	20611804	20937800
LINC02242	5	67632266	67646811
LINC02245	2	64901840	65056233
LINC02249	15	30195583	30373471
LINC02252	15	34651135	34671095
LINC02253	15	96984430	97501740
LINC02256	15	32535890	32587613
LINC02261	4	27177144	27282225
LINC02267	4	96170385	96818864
LINC02268	4	174061731	174220441
LINC02269	4	173699082	174001488
LINC02271	4	61143656	61153962
LINC02273	4	152090459	152110159
LINC02275	4	169917761	169975989
LINC02280	14	104661120	104665558
LINC02284	14	56310880	56428299
LINC02285	14	101120835	101123570
LINC02288	14	77027711	77086720
LINC02289	14	76959805	77086457
LINC02290	14	66111557	66131716
LINC02298	14	105032855	105101973
LINC02301	14	82642570	82746664
LINC02309	14	86331591	86401285
LINC02311	14	81727780	81743749
LINC02321	14	90820042	90828274
LINC02324	14	65152861	65222600
LINC02325	14	97427071	97582146
LINC02327	14	28829881	29372406
LINC02328	14	85911438	86161539
LINC02334	13	37934298	38066444
LINC02338	13	58165778	58209483
LINC02346	15	25902119	26053125
LINC02348	15	101602786	101616196
LINC02352	15	31214784	31225007
LINC02354	12	47826854	47837898
LINC02359	12	126094094	126186599
LINC02362	4	184365180	184382416
LINC02363	4	184327881	184353977
LINC02371	12	2740032	2761782
LINC02374	4	187201977	187213470
LINC02381	12	54126019	54147485
LINC02384	12	68332773	68538980
LINC02388	12	58565959	58781747
LINC02392	12	90280894	90300974
LINC02395	12	49900311	49932764
LINC02397	12	92466451	92492091
LINC02405	12	126915199	127146550
LINC02408	12	67443105	67590771
LINC02412	12	93167772	93187366
LINC02413	12	92941343	93019820
LINC02418	12	130018131	130045069
LINC02419	12	130070325	130072689
LINC02422	12	31873195	31959547
LINC02427	4	184503271	184537631
LINC02432	4	141302910	141357096
LINC02436	4	185051081	185115500
LINC02438	4	19172335	19457035
LINC02444	12	73159190	73208317
LINC02446	12	10553328	10575700
LINC02447	4	7093776	7103843
LINC02449	12	8227280	8370233
LINC02452	12	96160692	96172126
LINC02453	12	98442410	98503916
LINC02457	12	116443059	116521047
LINC02465	4	129771589	129975827
LINC02470	12	9936417	9943508
LINC02471	12	40156109	40211419
LINC02473	4	24659856	24671568
LINC02475	4	44016700	44057242
LINC02476	7	119495024	119950825
LINC02481	4	6680936	6693673
LINC02482	4	6648695	6673965
LINC02485	4	135112905	135124297
LINC02492	4	187532873	187672755
LINC02499	4	73508232	73534128
LINC02501	4	31506422	31558831
LINC02503	4	103961616	104037543
LINC02504	4	171289475	171298267
LINC02505	4	36418515	36641939
LINC02506	4	31997341	32233265
LINC02511	4	136795919	137212799
LINC02512	4	170343089	170372311
LINC02517	4	8320105	8327165
LINC02518	6	113345749	113441455
LINC02523	6	125674115	125720237
LINC02530	6	12582915	12585404
LINC02532	6	106705328	106824178
LINC02533	6	4488720	4509528
LINC02540	6	76521640	76593821
LINC02541	6	113616897	113654710
LINC02547	11	12030875	12061785
LINC02548	11	13781361	13848002
LINC02549	6	68226972	68329899
LINC02551	11	130807889	130865561
LINC02552	11	104445868	104609498
LINC02555	12	40140926	40158600
LINC02558	22	31970817	32037995
LINC02564	18	11103	44206
LINC02566	12	23181334	23251499
LINC02569	6	30516266	30519672
LINC02570	6	30838324	30848276
LINC02574	1	27660327	27666279
LINC02575	21	44485463	44495519
LINC02576	2	65030678	65053807
LINC02577	7	106774905	106838480
LINC02580	2	43031797	43217246
LINC02584	11	70072065	70085346
LINC02587	7	15688186	15725306
LINC02591	1	143790009	143797108
LINC02594	17	43679341	43706709
LINC02604	7	66902857	66906297
LINC02605	8	78835307	78840525
LINC02606	1	9425094	9455910
LINC02608	1	212180133	212285284
LINC02609	1	90769086	90851701
LINC02611	2	98761098	98775361
LINC02613	2	38406335	38536853
LINC02614	3	125782336	125916427
LINC02615	4	128287907	128558149
LINC02622	10	70918766	70958697
LINC02624	10	106140143	106188722
LINC02627	10	105489599	105826254
LINC02629	10	33909238	33917804
LINC02630	10	35890050	35899258
LINC02631	2	138573852	138617465
LINC02632	10	42696012	42706453
LINC02637	10	46630169	46635472
LINC02642	10	7443777	7514246
LINC02643	10	21339915	21372953
LINC02649	10	6271169	6401372
LINC02656	10	6350316	6352762
LINC02660	10	3911887	3949354
LINC02664	10	31032023	31261910
LINC02668	10	3232251	3277649
LINC02669	10	3432519	3515593
LINC02671	10	64901136	65017639
LINC02675	10	47588678	47622815
LINC02679	10	79628757	79632188
LINC02680	10	27564430	27594588
LINC02685	11	44973770	44978028
LINC02687	11	45307016	45462682
LINC02691	14	104223496	104315671
LINC02693	17	21428263	21574517
LINC02694	15	38577150	39180499
LINC02701	11	68870664	68874542
LINC02710	11	46205700	46243757
LINC02712	11	127271029	127349243
LINC02717	11	134980595	135008110
LINC02718	11	23154587	23203161
LINC02723	11	64394342	64396213
LINC02724	11	64449016	64451657
LINC02726	11	23730542	23822697
LINC02727	11	123303233	123315340
LINC02731	11	134031993	134067936
LINC02732	11	110328219	110427873
LINC02739	11	59560117	59566283
LINC02742	11	28702301	29064322
LINC02746	11	92913227	92915644
LINC02750	11	50298546	50364741
LINC02754	11	67840851	67906350
LINC02759	11	38617212	38646408
LINC02762	11	112270707	112376036
LINC02765	1	225439845	225473786
LINC02766	1	12525549	12540875
LINC02767	1	207909992	207986863
LINC02772	1	157273701	157283968
LINC02775	1	214022324	214187773
LINC02780	1	3976133	4093062
LINC02782	1	5086459	5090899
LINC02798	1	121396240	121463508
LINC02801	1	87186535	87295477
LINC02802	1	144135212	144250375
LINC02805	1	148156139	148186980
LINC02806	1	148279161	148347802
LINC02809	1	228073909	228076550
LINC02811	1	39801414	39817464
LINC02812	1	53366656	53368245
LINC02817	1	221298513	221336489
LINC02821	12	70180338	70202004
LINC02822	12	90576181	90889917
LINC02826	12	125983038	126051322
LINC02832	2	219683549	219794542
LINC02837	18	49499310	49527531
LINC02840	6	152754903	152875991
LINC02843	9	88627063	88652180
LINC02844	8	101239049	101332123
LINC02848	7	63899881	63951510
LINC02849	8	85851446	85861649
LINC02856	18	9646080	9648594
LINC02857	6	84019204	84026100
LINC02861	16	3930806	3950614
LINC02862	2	215274893	215277947
LINC02863	5	132419416	132426714
LINC02864	18	73150105	73264533
LINC02866	8	40104069	40178286
LINC02869	1	218459265	218525986
LINC02878	8	143696154	143698413
LINC02882	12	73621834	74509544
LINC02884	1	111997220	112369851
LINC02886	8	75167704	75176656
LINC02889	7	17405479	17558929
LINC02890	16	22612543	22613483
LINC02891	22	20198729	20212221
LINC02894	8	94637284	94641055
LINC02895	15	37985265	38226988
LINC02896	15	69458522	69461806
LINC02897	1	247108335	247112417
LINC02898	2	41935368	41956806
LINC02901	6	158869067	158948522
LINC02902	7	47654010	47661648
LINC02908	9	137027464	137037957
LINC02909	12	24993424	25006403
LINC02915	15	39250681	39254845
LINC02916	10	43407850	43422116
LINC02917	3	152040823	152205627
LINC02918	1	43937896	43946659
LINC02925	22	46537892	46557010
LINC02930	10	120608573	120825317
LINC02934	2	65435852	66200373
LINC02935	10	112888727	112949401
LINC02937	9	90927338	91213102
LINC02940	21	38988567	39062894
LINC02944	10	118241391	118267710
LINC02945	4	111803231	112112273
LINC02949	8	8414204	8424648
LINC02950	8	8449664	8461490
LINC02955	12	22699859	23191587
LINC02960	14	90382783	90388356
LINC02961	1	234757619	234760056
LINC02964	8	125648231	126008930
LINC02965	19	34837889	34872479
LINC02967	20	24930619	24933194
LINC02968	Y	1657735	1763312
LINC02972	12	8788215	8795790
LINC02975	9	129282426	129347468
LINC02976	6	42940364	42948360
LINC02977	9	112028547	112039143
LINC02979	18	12031178	12032181
LINC02980	6	25992641	26041465
LINC02981	7	26394088	26497975
LINC02982	5	965257	1004541
LINC02983	7	5426277	5428927
LINC02984	8	53393077	53524336
LINC02985	12	122063214	122068786
LINC02987	19	27793421	28007928
LINC02988	1	150160726	150182935
LINC03000	5	164296349	165172698
LINC03002	6	134524505	134689399
LINC03009	7	76549360	76689386
LINC03011	7	66491001	66495758
LINC03013	7	35715032	35734924
LINC03014	7	149549	165520
LINC03015	7	135853	149550
LINC03021	8	2562813	2623382
LINC03022	8	10474565	10482388
LINC03025	9	68305989	68330626
LINC03026	9	88065325	88113490
LINC03031	11	32033595	32053331
LINC03033	14	61570405	61658696
LINC03036	10	118784544	119029544
LINC03042	8	38510834	38529044
LINC03046	10	101701965	101730141
LINC03048	17	81366667	81385464
LINC03050	2	65589566	65640177
LINP1	10	6682513	6879450
LIPC-AS1	15	58434890	58498735
LIPE-AS1	19	42387222	42796422
LIPT2-AS1	11	74493366	74498533
LIX1-AS1	5	97089075	97439742
LIX1L-AS1	1	145926590	145959179
LL22NC01-81G9.3	22	36965248	36968172
LL22NC03-63E9.3	22	22559343	22566602
LLPH-DT	12	66130751	66134449
LMCD1-AS1	3	7951263	8611961
LMO7DN	13	75870573	75883811
LMX1B-DT	9	126589327	126613761
LNC-LBCS	6	19306534	19839080
LNCAROD	10	52445975	52755570
LNCARSR	9	79505801	79571041
LNCATV	1	234957342	234970062
LNCOC1	8	142701857	142727056
LNCRNA-IUR	11	95150499	95309854
LOH12CR2	12	12355401	12357067
LOXL1-AS1	15	73898471	73928296
LPAL2	6	160453428	160511007
LPP-AS2	3	188151206	188154087
LRIG2-DT	1	113011687	113073113
LRP4-AS1	11	46846373	46874421
LRRC37A11P	17	39027277	39045347
LRRC37A5P	9	111609014	111609598
LRRC8C-DT	1	89581291	89633008
LRRK2-DT	12	40184933	40224915
LSINCT5	5	2712591	2715237
LSP1P5	2	91586931	91660038
LUADT1	6	147158925	147180992
LUCAT1	5	91054834	91314547
LUNAR1	15	99014506	99069892
LY6E-DT	8	142981707	143018626
LY86-AS1	6	6346076	6622791
LYPLAL1-AS1	1	219409039	219549909
LYPLAL1-DT	1	218894466	219173961
LYRM4-AS1	6	5003774	5045951
LZTS1-AS1	8	20275773	20290458
MAD2L1-DT	4	120066871	120565342
MADCAM1-AS1	19	490046	532972
MAFTRR	16	79605850	79770651
MAGEA6-DT	X	152769764	152792268
MAGI1-IT1	3	65872815	65954558
MAGI2-AS3	7	79452845	79471217
MAILR	8	102864029	103002424
MALAT1	11	65497606	65508073
MALINC1	5	140071312	140114715
MAMDC2-AS1	9	70010139	70258924
MAN1B1-DT	9	137084946	137086817
MANCR	10	4579241	4678216
MAP2K5-DT	15	67541072	67542604
MAP3K14-AS1	17	45247905	45269836
MAP3K2-DT	2	127387137	127406559
MAP3K5-AS2	6	136784007	136786402
MAP3K9-DT	14	70808811	70816935
MAP4K3-DT	2	39436530	39665343
MAP7-AS1	6	136550661	136552554
MAP9-AS1	4	155173525	155381694
MAPKAPK5-AS1	12	111839758	111842902
MAPRE3-AS1	2	26984776	27014645
MAPT-AS1	17	45799390	45895704
MARCHF10-DT	17	62808453	62836371
MAST4-IT1	5	66662331	66662988
MATN1-AS1	1	30718504	30726846
MBNL1-AS1	3	152245262	152269590
MCM3AP-AS1	21	46228394	46284359
MCPH1-AS1	8	6617310	6708290
MCPH1-DT	8	6315551	6407308
MDS2	1	23581495	23640574
MED15P9	2	130135978	130137759
MED28-DT	4	17586267	17614585
MEF2C-AS1	5	88883276	89467616
MEG3	14	100779206	100861031
MEG8	14	100883057	101038859
MEG9	14	101042908	101072937
MEIS1-AS2	2	66439088	66445954
MESTIT1	7	130486042	130491033
METTL14-DT	4	118662102	118685627
METTL21EP	13	102880040	102896033
MFF-DT	2	227221052	227325711
MFSD14CP	9	96949555	97013366
MGC16275	17	74188214	74215551
MHENCR	20	63626148	63628825
MIAT	22	26646411	26676478
MIATNB	22	26646363	27004694
MICB-DT	6	31479918	31494935
MIF4GD-DT	17	75271369	75273895
MINCR	8	143280147	143281713
MIOS-DT	7	7550104	7567012
MIR100HG	11	122028325	122556721
MIR122HG	18	58445788	58453766
MIR1302-2HG	1	28589	31109
MIR130AHG	11	57638024	57652790
MIR133A1HG	18	21825487	21831539
MIR137HG	1	97933474	98054717
MIR142HG	17	58330879	58332524
MIR155HG	21	25560592	25575168
MIR17HG	13	91347686	91397592
MIR181A1HG	1	198739203	198937683
MIR1915HG	10	21487597	21497260
MIR193BHG	16	14301069	14331067
MIR194-2HG	11	64888458	64893484
MIR200CHG	12	6962024	6964458
MIR202HG	10	133246471	133248080
MIR2052HG	8	74599757	74823313
MIR205HG	1	209427531	209432855
MIR210HG	11	565657	568542
MIR222HG	X	45745210	45851873
MIR223HG	X	66012419	66020430
MIR22HG	17	1711447	1717174
MIR23AHG	19	13823880	13842928
MIR29B2CHG	1	207760650	207879121
MIR31HG	9	21364605	21591906
MIR34AHG	1	9139555	9202826
MIR3659HG	1	38031125	38119530
MIR3667HG	22	49414523	49658432
MIR3677HG	16	2267881	2273428
MIR3936HG	5	132311285	132370170
MIR3945HG	4	184843296	184855751
MIR3976HG	18	5721812	5876692
MIR4280HG	5	87048858	87180021
MIR4300HG	11	81821272	82718299
MIR4307HG	14	26836728	27160420
MIR4432HG	2	60311286	60439841
MIR4435-2HG	2	111006015	111523376
MIR4453HG	4	152536260	152539263
MIR4458HG	5	8450701	8486930
MIR4500HG	13	87427183	87674235
MIR4713HG	15	51037174	51322480
MIR4733HG	17	31061720	31096045
MIR503HG	X	134543118	134549644
MIR548XHG	21	18561265	18760320
MIR600HG	9	123109494	123115477
MIR646HG	20	60047154	60653784
MIR663AHG	20	26167816	26251546
MIR7-3HG	19	4769031	4785077
MIR7515HG	2	6615389	6651104
MIR762HG	16	30875222	30895220
MIR9-1HG	1	156404243	156456987
MIR9-3HG	15	89361579	89424983
MIR924HG	18	39113452	39800325
MIR99AHG	21	15928296	16646364
MIRLET7A1HG	9	94166258	94200905
MIRLET7BHG	22	46044913	46116382
MIRLET7IHG	12	62602752	62622213
MKLN1-AS	7	131309469	131328312
MKNK1-AS1	1	46538611	46570255
MKX-AS1	10	27744786	27767794
MLF1-DT	3	158545189	158571080
MLIP-AS1	6	53978549	54079726
MMADHC-DT	2	149587196	150047447
MMP25-AS1	16	3037233	3059370
MOCS2-DT	5	53109816	53127673
MORC2-AS1	22	30922294	30932449
MPC1-DT	6	166383189	166384824
MPHOSPH10P1	16	53364982	53373083
MROCKI	6	113868013	113873464
MRPL20-AS1	1	1399476	1402054
MRPL20-DT	1	1409096	1410618
MRPL45P2	17	47482992	47492459
MRPS30-DT	5	44495094	44809850
MRPS31P5	13	52175639	52194378
MRPS35-DT	12	27690982	27710803
MRTFA-AS1	22	40521800	40527933
MSANTD2-AS1	11	124800424	124834487
MSC-AS1	8	71828167	72118393
MSRA-DT	8	9959549	10055041
MSRB3-AS1	12	65466820	65642372
MTA1-DT	14	105416884	105419739
MUC20-OT1	3	195635709	195739964
MVP-DT	16	29808636	29821252
MYADM-AS1	19	53847198	53870151
MYCNOS	2	15918350	15943052
MYCNUT	2	15908664	15937784
MYG1-AS1	12	53298652	53300583
MYLK-AS1	3	123584354	123716399
MYO3B-AS1	2	170332085	170408564
MYOSLID	2	207165961	207253323
MZF1-AS1	19	58558591	58605223
N4BP2L2-IT2	13	32504506	32509395
NADK2-AS1	5	36221055	36221902
NAPA-AS1	19	47484282	47502399
NARF-AS1	17	82476597	82477924
NARF-AS2	17	82453181	82458521
NARF-IT1	17	82482098	82483388
NBPF25P	1	145573965	145591060
NBR2	17	43125420	43153671
NCF1B	7	73220646	73235790
NCK1-DT	3	136807637	136862618
NDUFA6-DT	22	42090931	42137742
NDUFB2-AS1	7	140695336	140697103
NDUFV1-DT	11	67602880	67606766
NDUFV2-AS1	18	9121176	9136645
NEAT1	11	65422774	65445540
NEK2-DT	1	211675701	211690103
NEMP2-DT	2	190534855	190639083
NEPRO-AS1	3	113019431	113184377
